Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Female;25;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 4,084;69;83;500.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 4,257;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,159;60;30;700.0%;90 Days;Age 0 to Age 60
Female;25;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,445;56;71;900.0%;90 Days;Age 0 to Age 49
Female;25;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,945;64;62;950.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 3,270;65;56;500.0%;60 Days;Age 0 to Age 55
Female;25;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,885;88;88;420.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 4,010;60;44;500.0%;90 Days;Age 0 to Age 60
Female;25;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 3,587;63;62;900.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 3,656;62;54;900.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 4,358;58;44;900.0%;90 Days;Age 0 to Age 55
Female;25;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 3,541;62;54;500.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 4,190;62;45;500.0%;60 Days;Age 0 to Age 45
Female;25;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 3,557;53;3;500.0%;90 Days;Age 0 to Age 55
Female;25;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 4,368;55;39;600.0%;90 Days;Age 0 to Age 55
Female;25;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,839;55;39;420.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 6,239;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 6,717;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 7,011;93;101;900.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 5,097;71;117;700.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 6,054;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;30;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 4,191;69;69;Not specified;60 Days;Age 0 to Age 55
Female;30;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 4,404;69;69;720.0%;60 Days;Age 0 to Age 55
Female;30;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 4,647;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 4,268;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,941;68;50;740.0%;60 Days;Age 0 to Age 55
Female;30;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 5,086;60;44;900.0%;90 Days;Age 0 to Age 60
Female;30;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 4,902;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;30;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 4,938;89;76;500.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 5,134;93;101;800.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 5,236;60;44;680.0%;90 Days;Age 0 to Age 60
Female;30;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 4,163;71;117;500.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 5,086;71;127;700.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 4,586;58;44;900.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,295;60;63;500.0%;90 Days;Age 0 to Age 60
Female;30;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 4,987;69;83;500.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 4,992;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,188;60;30;700.0%;90 Days;Age 0 to Age 60
Female;30;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,406;56;71;900.0%;90 Days;Age 0 to Age 49
Female;30;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 4,650;64;62;950.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 3,916;65;56;500.0%;60 Days;Age 0 to Age 55
Female;30;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 4,635;88;88;420.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 4,768;60;44;500.0%;90 Days;Age 0 to Age 60
Female;30;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 4,227;63;62;900.0%;90 Days;Age 0 to Age 50
Female;30;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 5,506;62;54;900.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 4,911;58;44;900.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 5,275;62;54;500.0%;60 Days;Age 0 to Age 50
Female;30;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 4,650;62;45;500.0%;60 Days;Age 0 to Age 45
Female;30;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 4,128;53;3;500.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,788;55;39;600.0%;90 Days;Age 0 to Age 55
Female;30;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 4,391;55;39;420.0%;90 Days;Age 0 to Age 55
Female;35;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 7,200;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 7,779;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 8,148;93;101;900.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 6,417;71;117;700.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 7,041;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;35;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 5,421;69;69;Not specified;60 Days;Age 0 to Age 55
Female;35;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 5,687;69;69;720.0%;60 Days;Age 0 to Age 55
Female;35;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 5,531;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 5,079;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 4,943;68;50;740.0%;60 Days;Age 0 to Age 55
Female;35;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 6,167;60;44;900.0%;90 Days;Age 0 to Age 60
Female;35;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 5,847;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;35;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 6,033;89;76;500.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 6,234;56;61;860.0%;90 Days;Age 0 to Age 49
Female;35;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 5,944;93;101;800.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 6,184;60;44;680.0%;90 Days;Age 0 to Age 60
Female;35;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 5,063;71;117;500.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 6,157;71;127;700.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 5,610;58;44;900.0%;90 Days;Age 0 to Age 55
Female;35;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,255;60;63;500.0%;90 Days;Age 0 to Age 60
Female;35;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 6,097;69;83;500.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 5,670;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,244;60;30;700.0%;90 Days;Age 0 to Age 60
Female;35;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,507;56;71;900.0%;90 Days;Age 0 to Age 49
Female;35;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 5,465;64;62;950.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 4,792;65;56;500.0%;60 Days;Age 0 to Age 55
Female;35;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 5,559;88;88;420.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 5,678;60;44;500.0%;90 Days;Age 0 to Age 60
Female;35;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 4,968;63;62;900.0%;90 Days;Age 0 to Age 50
Female;35;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 5,240;62;54;900.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 5,814;58;44;900.0%;90 Days;Age 0 to Age 55
Female;35;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 5,064;62;54;500.0%;60 Days;Age 0 to Age 50
Female;35;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 5,328;62;45;500.0%;60 Days;Age 0 to Age 45
Female;35;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 4,841;53;3;500.0%;90 Days;Age 0 to Age 55
Female;35;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 5,646;55;39;600.0%;90 Days;Age 0 to Age 55
Female;35;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 5,019;55;39;420.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 8,625;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 9,351;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 9,712;93;101;900.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 7,844;71;117;700.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 8,670;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;40;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 6,665;69;69;Not specified;60 Days;Age 0 to Age 55
Female;40;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 7,338;69;69;720.0%;60 Days;Age 0 to Age 55
Female;40;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 6,783;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 6,260;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 6,822;68;50;740.0%;60 Days;Age 0 to Age 55
Female;40;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 7,480;60;44;900.0%;90 Days;Age 0 to Age 60
Female;40;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 6,945;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;40;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 7,127;89;76;500.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 7,042;93;101;800.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 7,292;60;44;680.0%;90 Days;Age 0 to Age 60
Female;40;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 6,194;71;117;500.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 7,530;71;127;700.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 6,770;58;44;900.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,386;60;63;500.0%;90 Days;Age 0 to Age 60
Female;40;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 7,455;69;83;500.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 6,810;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 8,491;60;30;700.0%;90 Days;Age 0 to Age 60
Female;40;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,775;56;71;900.0%;90 Days;Age 0 to Age 49
Female;40;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 6,437;64;62;950.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 5,887;65;56;500.0%;60 Days;Age 0 to Age 55
Female;40;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 6,655;88;88;420.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 6,685;60;44;500.0%;90 Days;Age 0 to Age 60
Female;40;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 5,852;63;62;900.0%;90 Days;Age 0 to Age 50
Female;40;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 8,012;62;54;900.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 7,149;58;44;900.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 7,675;62;54;500.0%;60 Days;Age 0 to Age 50
Female;40;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 6,203;62;45;500.0%;60 Days;Age 0 to Age 45
Female;40;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 6,047;53;3;500.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 5,102;55;39;600.0%;90 Days;Age 0 to Age 55
Female;40;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 6,083;55;39;420.0%;90 Days;Age 0 to Age 55
Female;45;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 10,163;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 11,057;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 11,340;93;101;900.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 9,483;71;117;700.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 10,464;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;45;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 9,449;69;69;Not specified;60 Days;Age 0 to Age 55
Female;45;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 9,485;69;69;720.0%;60 Days;Age 0 to Age 55
Female;45;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 8,006;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 7,424;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 7,658;68;50;740.0%;60 Days;Age 0 to Age 55
Female;45;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 8,854;60;44;900.0%;90 Days;Age 0 to Age 60
Female;45;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 8,531;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;45;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 8,508;89;76;500.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 8,550;56;61;860.0%;90 Days;Age 0 to Age 49
Female;45;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 8,238;93;101;800.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 8,509;60;44;680.0%;90 Days;Age 0 to Age 60
Female;45;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 7,355;71;117;500.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 9,106;71;127;700.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 8,078;58;44;900.0%;90 Days;Age 0 to Age 55
Female;45;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,564;60;63;500.0%;90 Days;Age 0 to Age 60
Female;45;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 9,016;69;83;500.0%;60 Days;Age 0 to Age 50
Female;45;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 7,977;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;45;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 9,766;60;30;700.0%;90 Days;Age 0 to Age 60
