InsuranceName;Company;Average;WholeLifeScore;TermsScore;Gender;Age;Smoker;PriceYear
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;35;Smoker;3,600
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Female;35;Smoker;3,259
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;40;Smoker;7,844
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;40;Smoker;6,665
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;40;Smoker;7,338
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;40;Smoker;8,625
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;40;Smoker;9,351
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;40;Smoker;6,260
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;40;Smoker;6,783
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;40;Smoker;8,670
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;40;Smoker;6,810
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;40;Smoker;7,127
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;40;Smoker;7,455
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;40;Smoker;9,712
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;40;Smoker;6,194
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;40;Smoker;7,480
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;40;Smoker;7,530
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;40;Smoker;5,852
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;40;Smoker;6,822
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;40;Smoker;5,887
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;40;Smoker;7,042
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;40;Smoker;6,437
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;40;Smoker;7,292
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;40;Smoker;6,945
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;40;Smoker;7,775
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;40;Smoker;6,386
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;40;Smoker;8,491
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;40;Smoker;6,685
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;40;Smoker;6,770
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;40;Smoker;8,012
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;40;Smoker;6,655
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;40;Smoker;7,149
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;40;Smoker;6,203
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;40;Smoker;7,675
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;40;Smoker;6,047
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;40;Smoker;6,083
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;40;Smoker;5,102
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;40;Smoker;4,698
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;40;Smoker;6,471
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;40;Smoker;4,290
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;40;Smoker;4,880
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;40;Smoker;4,073
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;40;Smoker;5,148
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;40;Smoker;4,087
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;40;Smoker;4,556
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;40;Smoker;5,715
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;40;Smoker;5,102
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;40;Smoker;4,254
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;45;Smoker;9,483
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;45;Smoker;9,449
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;45;Smoker;9,485
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;45;Smoker;10,163
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;45;Smoker;11,057
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;45;Smoker;7,424
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;45;Smoker;8,006
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;45;Smoker;10,464
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;45;Smoker;7,977
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;45;Smoker;8,508
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;45;Smoker;9,016
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;45;Smoker;11,340
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;45;Smoker;7,355
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;45;Smoker;8,854
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;45;Smoker;9,106
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;45;Smoker;6,914
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;45;Smoker;7,658
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;45;Smoker;7,080
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;45;Smoker;8,238
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Female;45;Smoker;8,550
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;45;Smoker;7,605
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;45;Smoker;8,509
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;45;Smoker;8,531
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;45;Smoker;9,153
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;45;Smoker;7,564
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;45;Smoker;9,766
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;45;Smoker;7,796
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;45;Smoker;8,078
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;45;Smoker;7,373
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;45;Smoker;7,732
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;45;Smoker;8,568
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;45;Smoker;7,283
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;45;Smoker;7,142
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;45;Smoker;7,250
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;45;Smoker;7,050
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;45;Smoker;7,839
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;45;Smoker;5,480
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;45;Smoker;7,943
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;45;Smoker;5,103
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;45;Smoker;5,848
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Female;45;Smoker;6,183
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;45;Smoker;4,931
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;45;Smoker;6,217
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;45;Smoker;4,893
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;45;Smoker;5,628
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;45;Smoker;7,110
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;45;Smoker;5,975
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;45;Smoker;5,127
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Female;45;Smoker;5,407
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;0;Non Smoker;1,665
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;0;Non Smoker;1,514
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;0;Non Smoker;1,514
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;0;Non Smoker;2,720
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;0;Non Smoker;2,787
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;0;Non Smoker;1,992
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;0;Non Smoker;2,174
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;0;Non Smoker;2,295
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;0;Non Smoker;2,061
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;0;Non Smoker;2,046
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;0;Non Smoker;1,671
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;0;Non Smoker;2,763
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;0;Non Smoker;1,500
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;0;Non Smoker;1,726
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;0;Non Smoker;1,671
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;0;Non Smoker;1,742
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;0;Non Smoker;1,904
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;0;Non Smoker;1,465
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;0;Non Smoker;2,145
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;0;Non Smoker;1,916
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;0;Non Smoker;1,793
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;0;Non Smoker;1,775
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;0;Non Smoker;1,504
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;0;Non Smoker;2,041
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;0;Non Smoker;1,667
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;0;Non Smoker;1,602
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;0;Non Smoker;1,820
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;0;Non Smoker;2,123
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;0;Non Smoker;2,096
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;0;Non Smoker;1,729
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;0;Non Smoker;1,394
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;0;Non Smoker;1,683
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;0;Non Smoker;1,868
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;0;Non Smoker;1,466
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;0;Non Smoker;1,628
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;0;Non Smoker;1,232
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;0;Non Smoker;1,713
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;0;Non Smoker;1,055
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;0;Non Smoker;799
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;0;Non Smoker;1,459
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;0;Non Smoker;1,050
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;0;Non Smoker;993
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;0;Non Smoker;1,497
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;0;Non Smoker;1,262
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;10;Non Smoker;2,168
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;10;Non Smoker;1,871
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;10;Non Smoker;1,919
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;10;Non Smoker;3,455
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;10;Non Smoker;3,604
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;10;Non Smoker;2,531
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;10;Non Smoker;2,766
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;10;Non Smoker;2,885
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;10;Non Smoker;2,498
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;10;Non Smoker;2,448
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;10;Non Smoker;2,082
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;10;Non Smoker;3,402
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;10;Non Smoker;1,904
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;10;Non Smoker;2,224
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;10;Non Smoker;2,185
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;10;Non Smoker;2,078
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;10;Non Smoker;2,171
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;10;Non Smoker;1,891
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;10;Non Smoker;2,719
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;10;Non Smoker;2,286
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;10;Non Smoker;2,294
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;10;Non Smoker;2,223
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;10;Non Smoker;1,943
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;10;Non Smoker;2,705
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;10;Non Smoker;2,123
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;10;Non Smoker;2,043
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;10;Non Smoker;2,363
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;10;Non Smoker;2,735
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;10;Non Smoker;2,631
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;10;Non Smoker;2,255
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;10;Non Smoker;1,854
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;10;Non Smoker;2,157
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;10;Non Smoker;2,340
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;10;Non Smoker;1,698
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;10;Non Smoker;1,883
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;10;Non Smoker;1,619
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;10;Non Smoker;1,866
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Male;10;Non Smoker;1,404
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Male;10;Non Smoker;1,078
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Male;10;Non Smoker;1,695
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Male;10;Non Smoker;1,257
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Male;10;Non Smoker;1,325
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Male;10;Non Smoker;1,881
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Male;10;Non Smoker;1,590
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Male;18;Non Smoker;2,649
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Male;18;Non Smoker;2,316
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Male;18;Non Smoker;2,316
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;18;Non Smoker;4,076
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Male;18;Non Smoker;4,311
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;18;Non Smoker;2,940
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Male;18;Non Smoker;3,222
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Male;18;Non Smoker;3,480
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Male;18;Non Smoker;3,089
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Male;18;Non Smoker;2,894
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Male;18;Non Smoker;2,509
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Male;18;Non Smoker;4,140
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Male;18;Non Smoker;2,331
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Male;18;Non Smoker;2,773
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Male;18;Non Smoker;2,671
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Male;18;Non Smoker;2,558
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Male;18;Non Smoker;2,586
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Male;18;Non Smoker;2,373
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Male;18;Non Smoker;3,390
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Male;18;Non Smoker;2,783
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Male;18;Non Smoker;2,768
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Male;18;Non Smoker;2,678
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Male;18;Non Smoker;2,909
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Male;18;Non Smoker;2,422
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Male;18;Non Smoker;3,305
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Male;18;Non Smoker;2,573
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Male;18;Non Smoker;2,492
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Male;18;Non Smoker;2,994
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Male;18;Non Smoker;2,589
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Male;18;Non Smoker;3,273
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Male;18;Non Smoker;3,240
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Male;18;Non Smoker;2,888
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Male;18;Non Smoker;2,318
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Male;18;Non Smoker;2,642
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Male;18;Non Smoker;2,306
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Male;18;Non Smoker;2,048
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Male;18;Non Smoker;2,328
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Male;18;Non Smoker;1,929
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Male;18;Non Smoker;2,084
